placa,chassi,associado,cpf,dt_nascimento,marca,modelo,ano_de_fabricacao,valor_fipe,linha,dt_contrato,situacao,telefone,email,estado,cidade,ingested_at
TXK-3609,64EVF11XMS6D90RMT,AMANDA RODRIGUES OLIVEIRA-,175.405.655-11,21/04/1991,OUTROS,FH-12 380 4x2 2p (diesel),2005,"R$ 137.453,00",Pesados,22/07/2025,ATIVO,TEL: (63) 97108-6007,maria.rocha.ribeiro@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
HUL-5293,MD8GNQXAAVZSZ4W00,MATEUS ROCHA PEREIRA,264.136.803-42,14/09/1969,OUTROS,FH-12 380 GLOBETROTTER 4x2 2p (diesel),2002,"R$ 110.268,00",Pesados,17/1/2026,ATIVO,(46) 97223-9613,joão.ferreira.lima@gmail.com,PR,Hulha Negra,2026-02-05 01:54:33.557723 UTC
TVW-2567,ET6HGC0YMW6N3V4GU,GABRIEL BARBOSA FERREIRA,628.737.669-44,27/06/1967,OUTROS,FH-460 6x2 2p (diesel) (E5),2012,"R$ 253.073,00",Pesados,22/11/2025,ATIVO,(47) 93923-5089,beatriz.souza.santos@gmail.com,PR,Água Doce,2026-02-05 01:54:33.557723 UTC
TZD-5240,6UWZMXNKMRPGJT2ET,JULIA PEREIRA LIMA,814.828.440-98,16/05/1991,OUTROS,FH-460 6x2 2p (diesel) (E5),2022,"R$ 672.754,00",Pesados,15/07/2025,INATIVO,(35) 90203-8432,fernanda.melo.lima@outlook.com,PR,Roca Sales,2026-02-05 01:54:33.557723 UTC
RXP-9682,S0WTY2RCI7Q72MVA9,LUCAS SILVA MELO,724.267.606-70,28/10/1967,OUTROS,FH-460 6x2 2p (diesel) (E5),2018,"R$ 488.920,00",Pesados,30/10/2023,INATIVO,(39) 94816-5732,letícia.oliveira.carvalho@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
IPH-1429,0PGMQLDHQDT0SA5UD,PEDRO  SILVA  CARVALHO,523.384.141-77,18/10/1967,OUTROS,FH-460 6x2 2p (diesel) (E5),2021,"R$ 597.635,00",Pesados,30/10/2023,INATIVO,23907028451,,PR,Vitória da Conquista,2026-02-05 01:54:33.557723 UTC
ULR-2857,5DWUDLI3QNHUDKERG,MARIA GOMES RODRIGUES,208.877.796-86,07/11/1968,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2013,"R$ 303.850,00",Pesados,25/8/2025,ATIVO,(73) 97220-4587,beatriz.costa.rocha@gmail.com,RS,Pinhalão,2026-02-05 01:54:33.557723 UTC
MAZ-8047,909Z0IO9HPQVPGWOJ,JOÃO   OLIVEIRA   ROCHA+,659.678.595-89,20/04/1989,OUTROS,FH-460 GLOBETROTTER 6x2 2p (diesel) (E5),2019,"R$ 498.166,00",Pesados,15/1/2026,ATIVO,,ricardo.silva.souza@empresa.com,RS,Pelotas,2026-02-05 01:54:33.557723 UTC
EVU-2444,XZWMB1NKIM344O6JG,_BRUNA OLIVEIR^A OLIVEIRA,594.230.923-53,09/03/1983,OUTROS,FH-500 GLOBETROTTER 8x2 2p (diesel)(E5),2017,"R$ 456.914,00",Pesados,10/8/2025,ATIVO IRREGULAR,(69) 93961-7,amanda.santos.costa@gmail.com,PR,São Bento do Sul,2026-02-05 01:54:33.557723 UTC
GEZ-4666,45SDQ5JEWI6J1DYCX,MATEUS   PEREIRA   FERREIRA,999.786.398-74,06/07/1974,OUTROS,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),2013,"R$ 267.511,00",Pesados,29/9/2025,ATIVO,,letícia.cardoso.costa@gmail.com,PR,Figueira,2026-02-05 01:54:33.557723 UTC
TUW-6328,UIMVOJF424LWH4HK3,`CAMILA `LIMA PEREIRA,950.994.117-44,13/01/1973,OUTROS,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),2009,"R$ 194.307,00",Pesados,22/09/2025,ATIVO,TEL: (79) 99551-6088,joão.ferreira.ferreira@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
SEM-6248,Z16JWGOA690WPP3VP,MARIA CARVALHO ARAÚJO,369.673.319-29,12/07/1968,OUTROS,G-400 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),2013,"R$ 276.397,00",Pesados,16/5/2025,ATIVO,(80) 99902-8141,gustavo.alves.gomes@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
LQA-1443,8GW8TRRXC59Q2N1TE,BEATRIZ BARBOSA ARAÚJO,323.208.434-14,26/01/1970,OUTROS,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),2008,"R$ 193.685,00",Pesados,29/10/2025,ATIVO,69926914858,,SP,Rolândia,2026-02-05 01:54:33.557723 UTC
TNL-7752,3MP1QI5UZC4MFLD9V,RAFAEL CARVALHO FERREIRA,193.435.732-87,14/12/1977,OUTROS,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),2010,"R$ 217.637,00",Pesados,29/09/2025,INATIVO,,amanda.ferreira.alves@empresa.com,PR,Irati,2026-02-05 01:54:33.557723 UTC
TXO-1281,NBE3OC6LDL06AZB4S,PEDRO RODRIGUES CARDOSO,833.198.465-96,08/04/1991,OUTROS,G-450 A 6x4 2p (diesel)(E5),2019,"R$ 463.176,00",Pesados,14/4/2025,ATIVO,(17) 90198-4282,lucas.ribeiro.oliveira@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
YDK-1564,48NT7Q36BXJ3XARCE,LETÍCIA ALVES PEREIRA,806.692.194-77,21/04/1969,OUTROS,G-470 A 6x4 2p (diesel),2011,"R$ 248.700,00",Pesados,10/8/2025,ATIVO,(42) 94422-4839,ana.melo.barbosa@empresa.com,SC,Pinhalão,2026-02-05 01:54:33.557723 UTC
JBQ-8191,27LBMSFRWSL3FR8WJ,JULIA  PEREIRA  SILVA,456.534.599-95,23/02/1978,OUTROS,G-480 B 8x4 2p (diesel) (E5),2018,"R$ 469.684,00",Pesados,24/10/2025,ATIVO,77920637402,larissa.lima.almeida@gmail.com,PR,Piraquara,2026-02-05 01:54:33.557723 UTC
NXW-2708,LKCX0Q0J087F4WEG5,JOÃO   MELO   MARTINS,811.255.444-45,27/10/1987,OUTROS,HD78 3.0 16V 155cv (diesel) 2p,2012,"R$ 90.158,00",Pesados,05/09/2025,ATIVO,(13) 94391-7,maria.melo.almeida86@outlook.com,RS,Palmeira das Missões,2026-02-05 01:54:33.557723 UTC
SCV-9896,FHA1UOJD9PL7HWPBG,LARISSA  MELO  ALMEIDA,492.570.108-69,14/01/1972,OUTROS,HOWO 420 A7 6x2 2p (diesel)(E5),2012,"R$ 81.645,00",Pesados,05/11/2025,SUSPENSO TEMPORARIAMENTE,,gabriel.pereira.santos@ficticio.com.br,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
FAN-5731,XIQUDV7U5WVELO9GP,mateus  PEREira  oLIVeIrA,834.555.742-43,02/03/1989,OUTROS,INTERNATIONAL 9800/9800i 6x2 2p (diesel),2011,"R$ 132.170,00",Pesados,23/10/2025,ATIVO,,,PR,Joinville,2026-02-05 01:54:33.557723 UTC
LFQ-6112,HIT5U1SP51TVDHGYI,MARIA  MARTINS  SANTOS,478.125.466-25,11/12/1985,OUTROS,INTERNATIONAL 9800i 6x4 2p (diesel)(E5),2015,"R$ 153.030,00",Pesados,21/11/2025,ATIVO,TEL: (17) 96597-8819,,PR,São João,2026-02-05 01:54:33.557723 UTC
RHX-0579,YGBOYG8AB4DKH16OP,GABRIEL   ARAÚJO   COSTA,689.952.940-83,20/12/1966,OUTROS,L-1418 3-Eixos 2p (diesel),1995,"R$ 96.294,00",Pesados,05/09/2025,ATIVO,66996832189,tiago.ferreira.rocha@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
CJK-1329,M1DSFNBS710K7K5SL,MARIA ROCHA MARTINS,466.911.751-81,03/05/1973,OUTROS,L-1513 2p (diesel),2004,"R$ 37.935,00",Pesados,4/3/2024,INATIVO,(36) 99839-1781,pedro.barbosa.barbosa@outlook.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
IOJ-8493,RKPMKHPA4QOGZEXON,GUSTAVO   BARBOSA   GOMES,238.372.816-79,23/06/1966,OUTROS,L-1618 3-Eixos 2p (diesel),1996,"R$ 95.988,00",Pesados,25/11/2025,ATIVO,57996252022,,PR,Mandaguaçu,2026-02-05 01:54:33.557723 UTC
QWL-2826,W27NK8XK8HAKBSTN3,RAFAEL ALVES RIBEIRO,487.475.347-42,19/05/1987,OUTROS,L-1620 3-Eixos 2p (diesel),1998,"R$ 129.710,00",Pesados,5/6/2024,INATIVO,(79) 98459-5521,larissa.lima.santos@ficticio.com.br,PR,Campo Alegre,2026-02-05 01:54:33.557723 UTC
GWC-6223,GWV465EW8M409O61W,MARIA ALMEIDA RIBEIRO,443.587.262-69,09/08/1989,OUTROS,L-2635 3-Eixos 2p (diesel),1996,"R$ 94.100,00",Pesados,30/10/2023,INATIVO,(17) 95718-8442,lucas.gomes.souza@empresa.com,PR,Telêmaco Borba,2026-02-05 01:54:33.557723 UTC
UOE-5093,DK2OVKSNNTJULERO7,LARISSA MARTINS COSTA,673.416.634-13,07/03/1983,OUTROS,LS-1634 3-Eixos 2p (diesel),2010,"R$ 172.582,00",Pesados,30/07/2025,ATIVO,(77) 90229-5237,camila.martins.ribeiro@hotmail.com,SP,Ibaiti,2026-02-05 01:54:33.557723 UTC
LXZ-5626,VVP8XHG2L0QGV3VWR,LARISSA CARVALHO CARVALHO,378.671.463-60,10/07/1975,OUTROS,LS-1935 3-Eixos 2p (diesel),1993,"R$ 81.347,00",Pesados,1/9/2025,ATIVO IRREGULAR,(64) 91742-8280,ana.ferreira.pereira@empresa.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
QRP-7482,INKTWWJ1YGFK4E7UL,AMANDA CARDOSO SOUZA,228.678.956-46,10/02/1988,OUTROS,LS-1938 2p (diesel),1998,"R$ 91.981,00",Pesados,15/2/2025,ATIVO,(58) 98452-9105,mateus.rodrigues.alves@hotmail.com,PR,Palmas,2026-02-05 01:54:33.557723 UTC
PRL-8945,XMX7MJNVXW2A92RXO,RICARDO  ROCHA  ARAÚJO,153.700.816-62,15/09/1982,OUTROS,Meteor 28.460 6x2 2p (diesel)(E5),2022,"R$ 494.173,00",Pesados,6/6/2025,ATIVO,TEL: (40) 93806-2633,amanda.lima.cardoso@outlook.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
ICM-7729,P6UHN9D38B6YMA8YP,PEDRO SANTOS LIMA!,620.382.851-22,28/10/1976,OUTROS,NL-10 340 6x2 2p (diesel),1995,"R$ 74.243,00",Pesados,13/10/2025,ATIVO,77992786795,julia.pereira.santos39@hotmail.com,SP,Rosário do Sul,2026-02-05 01:54:33.557723 UTC
OAQ-9698,3IZTZNVN0ASHG9TXB,~RICARDO SOUZA SANTOS,768.538.326-20,14/02/1988,SCANIA,P-310 A 4x2 2p (diesel) (E5),2013,"R$ 336.310,00",Pesados,30/10/2023,INATIVO,,rodrigo.silva.gomes@ficticio.com.br,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
DPQ-5238,0OHN2O41YKR4UMWQE,RICARDO COSTA ALMEIDA,996.250.766-86,26/07/1991,SCANIA,P-310 B 8x2 (diesel) (E5),2013,"R$ 303.027,00",Pesados,01/09/2025,ATIVO,(78) 95059-2170,ricardo.ferreira.ferreira@outlook.com,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
VLN-2981,UP5WW4ZH7LKE6QM8M,larissa  rodrigues  lima´,811.985.327-33,02/01/1975,SCANIA,P-310 B 8x2 (diesel) (E5),2018,"R$ 424.522,00",Pesados,20/8/2024,INATIVO,87968213478,julia.araújo.santos@gmail.com,RO,Cascavel,2026-02-05 01:54:33.557723 UTC
UEO-7160,XHCLVTRWJ4WEHMZ39,`GUSTAVO OLIVEIRA COSTA,217.937.522-64,01/03/1984,OUTROS,P-320 B 8x2 2p (diesel)(E5),2019,"R$ 533.398,00",Pesados,30/10/2023,INATIVO,,,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
CQJ-1409,Y9OMRKQC4IFQDEYBJ,FERNANDA   ROCHA   ´ALMEIDA,167.329.527-85,10/02/1974,OUTROS,P-340 B 6x4 2p (diesel),2011,"R$ 204.625,00",Pesados,24/10/2025,ATIVO,,ana.costa.carvalho@empresa.com,PR,Irani,2026-02-05 01:54:33.557723 UTC
DNZ-7640,X7VHQP3VDD4BVJOXH,FERNA+NDA SILVA ALMEIDA,199.120.419-48,09/06/1975,OUTROS,P-420 B 8x4 2p (diesel),2008,"R$ 190.965,00",Pesados,24/10/2025,ATIVO,94952647207,maria.martins.ferreira@gmail.com,PR,Feijó,2026-02-05 01:54:33.557723 UTC
JYV-3075,39D0YML9NYFUOJDKM,MARIA ROCHA PEREIRA*,225.827.982-80,08/11/1982,OUTROS,R-114 GA 380 4x2 NZ 2p (diesel),2007,"R$ 186.957,00",Pesados,10/11/2025,ATIVO IRREGULAR,TEL: (15) 90439-6051,camila.martins.carvalho@hotmail.com,PR,Videira,2026-02-05 01:54:33.557723 UTC
VJT-5625,GFRL46KOXFLE7OMQE,TIAGO CARDOSO RODRIGUES,937.117.552-90,17/03/1978,OUTROS,R-440 A 4x2 2p (diesel) (E5),2014,"R$ 294.119,00",Pesados,24/11/2025,ATIVO,(60) 90236-6849,ana.silva.melo@empresa.com,,Piraquara,2026-02-05 01:54:33.557723 UTC
TRB-1644,IK08L7391Z80DRA2Y,^LARISSA MELO COSTA,896.722.670-88,07/12/1988,OUTROS,R-440 A 4x2 HIG. 3-E./A 6x2 (die.) (E5),2013,"R$ 293.075,00",Pesados,17/12/2025,ATIVO,90922911609,beatriz.santos.alves38@gmail.com,PR,Telêmaco Borba,2026-02-05 01:54:33.557723 UTC
WNY-0013,N3FICRQE026K5CM3L,FERNANDA COSTA CARDOSO~,381.669.565-35,28/04/1971,OUTROS,R-440 A 4x2 HIG. 3-E./A 6x2 (die.) (E5),2012,"R$ 278.223,00",Pesados,29/09/2025,ATIVO,,camila.rocha.alves@empresa.com,PR,,2026-02-05 01:54:33.557723 UTC
DUT-9024,XZS4OYBPQQMDFXKIQ,TIAGO ALVES MARTINS,536.636.494-67,09/07/1990,OUTROS,R-440 A 6x4 2p (diesel) (E5),2018,"R$ 446.001,00",Pesados,27/06/2025,ATIVO,(40) 95259-8942,fernanda.almeida.rodrigues@gmail.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
PEA-0012,20U5Z952DL4FNV6EZ,bruna  santos  alv#es-,189.605.137-14,19/04/1983,OUTROS,R-440 A 6x4 2p (diesel) (E5),2013,"R$ 291.703,00",Pesados,5/3/2025,ATIVO,(24) 93866-5,,SC,Lebon Régis,2026-02-05 01:54:33.557723 UTC
XGI-3822,O0NAL40PDKLAER07O,TIAGO CARVALHO CARVALHO,470.188.837-45,18/12/1977,OUTROS,R-440 A 6x4 2p (diesel) (E5),2013,"R$ 291.703,00",Pesados,9/8/2025,ATIVO,(89) 97326-9,rafael.pereira.ribeiro@gmail.com,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
CTV-3908,NXPF95HD75UK14NVR,RICARDO GOMES RODRIGUES,599.683.155-67,03/08/1986,OUTROS,R-440 A 6x4 2p (diesel) (E5),2014,"R$ 312.519,00",Pesados,7/7/2025,ATIVO,(47) 95918-6188,mateus.ferreira.gomes@empresa.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
MPT-2974,AAEV58RGPAPK7J7RO,MARIA ALMEIDA RODRIGUES,833.114.220-35,27/10/1967,SCANIA,R-450 A 6x2 2p (diesel)(E5),2019,"R$ 482.055,00",Pesados,29/09/2025,ATIVO,(16) 93782-5,tiago.silva.alves@gmail.com,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
VWZ-4053,GLRNA6M8WAZWDG143,PEDRO OLIVEIRA SANTOS,564.803.661-24,05/12/1966,OUTROS,R-460 A 6x2 2p (diesel)(E6),2023,"R$ 881.461,00",Pesados,18/8/2025,ATIVO,(99) 97090-3,ana.carvalho.carvalho@ficticio.com.br,PR,Joinville,2026-02-05 01:54:33.557723 UTC
SEV-7240,CJVTJUC7JB5KF2SJ5,camila gomes ferreira´,629.249.598-34,16/03/1974,OUTROS,R-460 A 6x2 2p (diesel)(E6),2024,"R$ 881.461,00",Pesados,18/8/2025,ATIVO,93974932497,pedro.santos.pereira@outlook.com,PR,Campo do Tenente,2026-02-05 01:54:33.557723 UTC
XAJ-1263,LVZ6VL1KHCJ5GSSTC,JULIA ROCHA OLIVEIRA+,453.593.594-37,17/12/1978,OUTROS,STRALIS 600-S40T TA 6x2 2p (diesel)(E5),2012,"R$ 186.818,00",Pesados,2/12/2025,ATIVO,50994501014,fernanda.pereira.ribeiro@hotmail.com,PR,Mallet,2026-02-05 01:54:33.557723 UTC
RTA-7423,HOSPJA2JZG3CSFDXL,BEATRIZ OLIVEIRA GOME~S,263.913.380-91,13/04/1988,OUTROS,STRALIS NR 570-S41T 3-Eixos 2p (diesel),2010,"R$ 154.099,00",Pesados,2/12/2025,ATIVO,,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
KOA-2144,U6O8MNMOJWCFJZSME,ANA CARD_OSO COSTA-,934.317.710-57,22/11/1978,OUTROS,STRALIS NR 570-S41T 3-Eixos 2p (diesel),2010,"R$ 164.276,00",Pesados,25/07/2025,ATIVO,,lucas.santos.lima98@hotmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
CXH-3761,29OSWGMXKWR9E166U,%JOÃO  PEREIRA  LIMA,255.137.148-75,06/02/1967,OUTROS,T-112 HS 320 4x2 2p (diesel),1989,"R$ 82.785,00",Pesados,25/11/2025,ATIVO IRREGULAR,(41) 90886-4,fernanda.alves.cardoso@ficticio.com.br,PR,Rolândia,2026-02-05 01:54:33.557723 UTC
HDE-6840,LFCV3JKTO68B4VFHS,@BRUNA  MELO  SILVA,147.494.713-72,19/10/1983,OUTROS,T-113 H 320 4x2 2p (diesel),1997,"R$ 105.374,00",Pesados,15/12/2024,INATIVO,,,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
UNN-8750,L19WYHSB7UH4FEWOS,LUCAS CARDOSO SILVA,645.422.789-13,25/04/1974,OUTROS,T-113 H 360 4x2 2p (diesel),1996,"R$ 113.217,00",Pesados,24/7/2025,ATIVO,(61) 93785-3167,gabriel.pereira.carvalho@ficticio.com.br,PR,Tomazina,2026-02-05 01:54:33.557723 UTC
ZNK-0148,91WRNU4LRGAEG8EL3,JOÃO ALVES RODRIGUES,133.110.878-69,24/08/1973,OUTROS,T-124 GA 360 6x2 NZ 2p (diesel) / Millen,1999,"R$ 125.071,00",Pesados,15/2/2026,ATIVO,(22) 94145-6710,julia.costa.araújo@hotmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
BAX-6792,S71D209GLKP9OZGET,#ERROR!,198.653.118-48,16/02/1977,OUTROS,TECTOR 240E25 6x2 2p (diesel),2010,"R$ 153.189,00",Pesados,20/9/2025,SUSPENSO TEMPORARIAMENTE,(84) 93959-4,,SC,Curitiba,2026-02-05 01:54:33.557723 UTC
NAL-1765,9A1D15YN1C18AD7X4,PEDRO   PEREIRA   LIMA,952.900.186-82,02/11/1985,OUTROS,TECTOR 240E25 6x2 2p (diesel),2009,"R$ 126.122,00",Pesados,15/1/2026,ATIVO,(68) 91347-1,gustavo.gomes.ribeiro65@outlook.com,PR,Rio Negrinho,2026-02-05 01:54:33.557723 UTC
AWA-4665,KWZNS8Z33Y3SOC2Q9,RICARDO RIBEIRO GOMES,235.996.458-58,09/06/1979,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2014,"R$ 222.595,00",Pesados,10/09/2025,ATIVO,(37) 97912-5843,ricardo.oliveira.melo@empresa.com,SP,Rio Negro,2026-02-05 01:54:33.557723 UTC
YUD-9746,1T56FLBHSAHL6G6RI,PEDRO ROCHA MARTINS*,550.241.114-48,06/02/1984,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2015,"R$ 252.655,00",Pesados,10/09/2025,ATIVO,,pedro.souza.almeida53@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
CIR-2026,9R9PLTXG8LQ6G5BWN,FeRnANDA  mArTinS  ALveS,276.970.475-39,09/07/1968,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2017,"R$ 290.059,00",Pesados,10/09/2025,ATIVO,,julia.gomes.melo@gmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
WUH-9145,1IPY68HALS4VT9JG1,AMANDA CARVALHO FERREIRA,979.933.140-59,12/08/1983,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2015,"R$ 257.400,00",Pesados,27/08/2025,ATIVO,(29) 94372-1177,ana.souza.pereira@empresa.com,PR,Rosário do Sul,2026-02-05 01:54:33.557723 UTC
CBW-9660,7R06OUA2GY7QRF1Q2,pedro martins rodrigues,157.154.605-34,03/05/1975,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2015,"R$ 257.400,00",Pesados,26/08/2025,ATIVO,18902313741,letcia.arajo.ribeiro86@outlook.com,PR,Japira,2026-02-05 01:54:33.557723 UTC
UEN-5484,2O1UKVH6WB1GNY83G,BRUNA  ALVES  SILVA´,946.587.328-99,08/08/1983,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2017,"R$ 287.605,00",Pesados,26/08/2025,ATIVO,,beatriz.oliveira.rocha65@outlook.com,PR,Castro,2026-02-05 01:54:33.557723 UTC
KLA-7797,P3N0UWZ4D4S1UPRFT,lETÍCIa OliVEiRa MELo-,897.617.351-82,04/08/1968,OUTROS,TGX 28.440 6x2 2p (diesel)(E5),2017,"R$ 287.605,00",Pesados,26/08/2025,ATIVO,,ana.ferreira.rocha78@hotmail.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
FOE-7408,1XY0Z84EWXCR84GMO,RODRIGO CARVALHO BARBOSA~,754.527.121-86,15/09/1981,OUTROS,TGX 29.440 6x4 2p (diesel)(E5),2012,"R$ 177.683,00",Pesados,10/09/2025,ATIVO,(70) 98787-7,amanda.silva.ribeiro69@ficticio.com.br,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
PKY-2731,IWVX7GYYER5CJAZWO,peDRo RibEiro saNtos`,901.899.159-78,23/06/1982,OUTROS,VM 260 6x2 2p (diesel),2009,"R$ 173.979,00",Pesados,25/11/2025,ATIVO,,joo.lima.costa46@gmail.com,SC,Cascavel,2026-02-05 01:54:33.557723 UTC
AHR-5689,61GOWSIPUU9NE7KSD,´LUCAS FERREIRA FERREIRA,776.224.983-84,13/04/1982,OUTROS,VM 260 6x2 2p (diesel),2008,"R$ 174.854,00",Pesados,20/9/2024,INADIMPLENTE,(30) 93526-6,,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
XUH-5922,JUX535FXX3XMCQC17,PEDRO BARBOSA ARAÚJO,981.119.572-48,12/08/1973,OUTROS,VM 270 6x2 2p (diesel) (E5),2016,"R$ 242.524,00",Pesados,26/08/2025,ATIVO,(44) 97938-5298,julia.lima.oliveira@outlook.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
LIP-8047,090PJE15WIQNMWRRI,PEDRO COSTA SANTOS,931.708.688-36,09/02/1983,OUTROS,XF 105 FTS 460 6x2 (diesel)(E5),2016,"R$ 268.818,00",Pesados,10/09/2025,ATIVO,(82) 98346-8239,ricardo.cardoso.rocha@gmail.com,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
MPK-7852,KIFNX7J7TWBYOFL7L,BEATRIZ BARBOSA GOMES*,946.198.453-11,02/02/1977,OUTROS,XF 105 FTS 460 6x2 (diesel)(E5),2016,"R$ 268.818,00",Pesados,10/09/2025,ATIVO,,ricardo.cardoso.rodrigues@hotmail.com,PR,Telêmaco Borba,2026-02-05 01:54:33.557723 UTC
Apr-9866,2ZZXYDHJARP0O07GF,BEATRIZ OLIVEIRA SANTOS,487.328.300-56,27/05/1983,OUTROS,XF 105 FTS 460 6x2 (diesel)(E5),2014,"R$ 250.794,00",Pesados,10/09/2025,ATIVO,(18) 92316-5844,mateus.costa.barbosa@hotmail.com,SP,Cascavel,2026-02-05 01:54:33.557723 UTC
HPY-5119,48EKY07GL73B9OJ5Z,$LARISSA ARAÚJO LIMA,758.525.372-48,26/10/1968,OUTROS,XF 105 FTS 460 6x2 (diesel)(E5),2015,"R$ 257.064,00",Pesados,10/09/2025,ATIVO,TEL: (71) 91126-1443,joo.ribeiro.martins76@hotmail.com,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
OFU-0075,3RFA4ETPG0DU0KQ9Z,RODRIGO GOMES BARBOSA,438.104.614-19,02/03/1979,OUTROS,XF 105 FTS 460 6x2 (diesel)(E5),2015,"R$ 257.064,00",Pesados,26/08/2025,ATIVO,(73) 96048-5,julia.lima.almeida@empresa.com,PR,Foz do Iguaçu,2026-02-05 01:54:33.557723 UTC
VYG-1297,KV5ALARTQNNCBMMV7,FERNANDA COSTA ALMEIDA,265.351.446-66,16/11/1987,OUTROS,XF FTS480 6x2 Space Cab (diesel)(E5),2020,"R$ 469.080,00",Pesados,10/09/2025,ATIVO,(68) 92134-1463,joão.ribeiro.silva@outlook.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
OBV-9707,7C5Z3PGKJXB5BM801,-RODrigo   MartinS   MELO,984.443.124-33,05/05/1987,OUTROS,XF FTS480 6x2 Super Space Cab (die)(E5),2020,"R$ 484.844,00",Pesados,10/09/2025,ATIVO,,rodrigo.santos.costa@outlook.com,SC,Cianorte,2026-02-05 01:54:33.557723 UTC
NNF-1597,B5TDH5HH90UBZY7EX,BEATRIZ ALMEIDA OLIVEIRA,691.777.190-31,23/03/1990,OUTROS,16-170 BT 3-Eixos 2p (diesel),1997,"R$ 58.532,00",TERCEIROS,31/10/2023,INATIVO,(71) 91350-8771,gabriel.lima.santos@ficticio.com.br,SP,Clevelândia,2026-02-05 01:54:33.557723 UTC
ECU-9914,JA195GWLK6SKMLP94,beatriz cardoso costa-,564.104.313-27,13/10/1998,OUTROS,608 2p (diesel),1982,"R$ 28.014,00",TERCEIROS,31/10/2023,INATIVO,,beatriz.almeida.costa@empresa.com,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
UUH-1562,82B4YVSM2G0U12D2K,camila ribeiro ferre*ira,840.354.606-27,10/07/1970,FIAT,CARGO 2428 E T 3-Eixos 2p (diesel),2010,"R$ 209.521,00",TERCEIROS,31/10/2023,INATIVO,TEL: (60) 95366-8479,,PR,Itupeva,2026-02-05 01:54:33.557723 UTC
YMY-9728,8SJZKQE9EW88Y5RSC,beATRIz PeReirA mElo^,944.444.478-74,11/09/1992,FIAT,CARGO 2428 E T 3-Eixos 2p (diesel),2010,"R$ 200.102,00",TERCEIROS,31/10/2023,INATIVO,53987208673,,PR,Mandaguaçu,2026-02-05 01:54:33.557723 UTC
FKD-6358,1IDJWU2JSBIL0362Q,RAFAEL ARAÚJO ARAÚJO+,876.299.288-88,21/09/1990,FIAT,CARGO 2428 E T 3-Eixos 2p (diesel),2010,"R$ 200.102,00",TERCEIROS,31/10/2023,INATIVO,,lucas.almeida.santos@gmail.com,PR,Céu Azul,2026-02-05 01:54:33.557723 UTC
ROI-1773,ILFL5TJOW1TU7RD0I,RICARDO FERREIRA ALVES~_,601.208.582-78,09/03/1989,FIAT,CARGO 816 E/816 S Turbo 2p (diesel)(E5),2012,"R$ 172.160,00",TERCEIROS,31/10/2023,INATIVO,(16) 99184-6,ricardo.souza.cardoso@ficticio.com.br,PR,Caxias do Sul,2026-02-05 01:54:33.557723 UTC
