status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,29/10/2024,Lucas Lima Alves,ZXP-6334,FH 540,"R$ 397.000,00",Pesados,Chapecó,SC,(35) 95395-5641,,31/10/2024,10/11/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",86758032.0,Azimute,lucas83,696219.0,2026-02-11 17:38:17.983608 UTC,14/11/2024
ATIVO,04/04/2023,Felipe Moraes Rodrigues,CDM-5171,XF,"R$ 440.000,00",Pesados,Chapecó,SC,(26) 93242-4558,,05/04/2023,17/04/2023,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 90,00",41723130.0,Azimute,felipe87,180323.0,2026-02-11 17:38:18.008104 UTC,18/04/2023
ATIVO,07/10/2025,Diego Gomes Martins,UOF-9742,BIZ 125,"R$ 104.000,00",Motos,Chapecó,SC,(56) 92594-4899,,08/10/2025,13/10/2025,ENTREGUE,NÃO,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 120,00",85660131.0,Azimute,diego29,176693.0,2026-02-11 17:38:18.013025 UTC,17/10/2025
ATIVO,29/11/2025,Camila Oliveira Pereira,YFH-1333,KWID,"R$ 477.000,00",Leves,Chapecó,SC,(29) 95418-3121,,05/12/2025,14/12/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 150,00",37039305.0,Azimute,camila12,736974.0,2026-02-11 17:38:18.025902 UTC,17/12/2025
ATIVO,17/06/2024,Thiago Costa Gomes,WVA-7041,CB 500,"R$ 406.000,00",Motos,Chapecó,SC,(24) 97933-2578,,24/06/2024,02/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 90,00",31564361.0,Azimute,thiago35,458652.0,2026-02-11 17:38:18.032775 UTC,07/07/2024
ATIVO,22/09/2023,Pedro Costa Monteiro,KHT-2309,STRALIS,"R$ 332.000,00",Pesados,Chapecó,SC,(96) 96102-1445,,27/09/2023,05/10/2023,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 120,00",78992389.0,Azimute,pedro18,968168.0,2026-02-11 17:38:18.038752 UTC,06/10/2023
ATIVO,06/10/2023,Carlos Silva Gomes,SXY-5930,KWID,"R$ 227.000,00",Leves,Chapecó,SC,(43) 93973-3582,,16/10/2023,23/10/2023,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",81237095.0,Azimute,carlos21,868813.0,2026-02-11 17:38:18.040903 UTC,26/10/2023
ATIVO,26/06/2023,Felipe Teixeira Mendes,JFK-5381,KICKS,"R$ 305.000,00",Leves,Chapecó,SC,(95) 98691-5282,,01/07/2023,03/07/2023,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",67350358.0,Azimute,felipe1,291866.0,2026-02-11 17:38:18.044596 UTC,08/07/2023
ATIVO,12/09/2024,Ana Freitas Freitas,MEW-9909,FAZER 250,"R$ 560.000,00",Motos,Chapecó,SC,(80) 97147-7507,,18/09/2024,23/09/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",80602343.0,Azimute,ana10,148397.0,2026-02-11 17:38:18.050410 UTC,28/09/2024
ATIVO,12/11/2025,Leticia Lima Gomes,LAR-0510,ONIX,"R$ 93.000,00",Leves,Chapecó,SC,(86) 96521-5814,,20/11/2025,,ENVIADO,NÃO,PENDENTE,CENTRO AUTOMOTIVO VELOZ,"R$ 120,00",33284723.0,Azimute,leticia91,278057.0,2026-02-11 17:35:21.318133 UTC,
ATIVO,01/08/2025,Gustavo Ribeiro Ribeiro,YHU-5998,ACTROS,"R$ 510.000,00",Pesados,Chapecó,SC,(77) 96305-8042,,08/08/2025,,ENVIADO,NÃO,PENDENTE,OFICINA SILVA,"R$ 80,00",38653899.0,Azimute,gustavo62,919265.0,2026-02-11 17:35:21.329519 UTC,
ATIVO,07/12/2024,Gabriela Souza Ferreira,PQH-8824,T-CROSS,"R$ 570.000,00",Leves,Chapecó,SC,(77) 93438-9705,,10/12/2024,,ENVIADO,NÃO,PENDENTE,OFICINA SILVA,"R$ 120,00",76731270.0,Azimute,gabriela51,713263.0,2026-02-11 17:38:18.002848 UTC,
ATIVO,14/09/2025,Fernanda Nascimento Alves,XMN-7047,STRALIS,"R$ 570.000,00",Pesados,Chapecó,SC,(33) 99146-3570,,24/09/2025,,ENVIADO,NÃO,PENDENTE,OFICINA SILVA,"R$ 100,00",27446110.0,Azimute,fernanda92,284128.0,2026-02-11 17:38:18.021166 UTC,
ATIVO,14/09/2024,Camila Almeida Souza,OWA-5701,COROLLA,"R$ 259.000,00",Leves,Chapecó,SC,(60) 94839-5573,,17/09/2024,,ENVIADO,NÃO,PENDENTE,OFICINA SILVA,"R$ 120,00",41273268.0,Azimute,camila62,571779.0,2026-02-11 17:38:18.050306 UTC,
ATIVO,15/07/2024,Gustavo Silva Oliveira,BKM-5176,ACTROS,"R$ 457.000,00",Pesados,Chapecó,SC,(17) 97094-8032,,,,PENDENTE,NÃO,PENDENTE,OFICINA SILVA,"R$ 120,00",74959361.0,Azimute,gustavo41,711758.0,2026-02-11 17:35:21.293906 UTC,
ATIVO,08/12/2024,Leticia Freitas Pinto,INW-2927,KWID,"R$ 343.000,00",Leves,Chapecó,SC,(91) 92647-5277,,,,PENDENTE,NÃO,PENDENTE,CENTRO AUTOMOTIVO VELOZ,"R$ 90,00",74307812.0,Azimute,leticia67,240312.0,2026-02-11 17:38:18.034443 UTC,
ATIVO,21/07/2025,Paulo Moraes Pereira,PPK-8287,STRADA,"R$ 342.000,00",Leves,Chapecó,SC,(37) 96377-8770,,,,PENDENTE,NÃO,PENDENTE,CENTRO AUTOMOTIVO VELOZ,"R$ 80,00",52496687.0,Azimute,paulo15,733850.0,2026-02-11 17:38:18.039915 UTC,
ATIVO,1/8/2022,-+MARIA BARBOSA ARAÚJO,VWM-5718,CB 600F HORNET,"R$ 33.982,00",PARTICULAR,Cianorte,RS,TEL: (85) 99672-4894,Gerado automaticamente para sincronização,10/08/2022,14/08/2022,ENTREGUE,SIM,INSTALADO,MECÂNICA DO JOÃO,"R$ 120,00",76091631.0,Azimute,-+maria12,173622.0,2026-02-12 17:54:18.892181 UTC,18/08/2022
ATIVO,13/7/2023,TIAGO OLIVEIRA SILVA,BVF-8229,25-370 E Constel. 6x2 Tractor 2p (dies.),"R$ 220.754,00",CAMINHãO,Cianorte,PR,(74) 91389-2405,Gerado automaticamente para sincronização,20/07/2023,30/07/2023,ENTREGUE,SIM,INSTALADO,ELETRO RÁPIDO,"R$ 80,00",22851403.0,Azimute,tiago70,560704.0,2026-02-12 17:54:18.898443 UTC,30/07/2023
ATIVO,5/7/2024,CAMILA SANTOS OLIVEIRA,FTH-3439,Axor 2540 S 6x2 2p (diesel),"R$ 183.938,00",CAMINHãO,Cianorte,SC,(66) 97804-9357,Gerado automaticamente para sincronização,09/07/2024,17/07/2024,ENTREGUE,SIM,INSTALADO,TECH DO ALEMÃO,"R$ 80,00",48970042.0,Azimute,camila80,278973.0,2026-02-12 17:54:18.905240 UTC,17/07/2024
ATIVO,22/1/2025,@BEATRIZ FERREIRA SOUZA,UYP-1104,G-380 A 4x2 2p (diesel),"R$ 207.101,00",CAMINHãO,Cianorte,PR,16977963531,Gerado automaticamente para sincronização,25/01/2025,29/01/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 150,00",92328968.0,Azimute,@beatriz63,909826.0,2026-02-12 17:54:18.918608 UTC,30/01/2025
ATIVO,29/07/2024,LARISSA CARVALHO RIBEIRO,XOC-7139,R-124 GA 360 4x2 NZ 2p (diesel) / Millen,"R$ 127.621,00",CAMINHãO,Cianorte,PR,(24) 95195-5447,Gerado automaticamente para sincronização,05/08/2024,16/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 100,00",73016416.0,Azimute,larissa27,747394.0,2026-02-12 17:54:18.928067 UTC,18/08/2024
ATIVO,4/9/2024,CAMILA RODRIGUES ARAÚJO,EVF-4733,VM 270 6x2 2p (diesel) (E5),"R$ 232.955,00",CAMINHãO,Cianorte,PR,(85) 98665-6491,Gerado automaticamente para sincronização,08/09/2024,11/09/2024,ENTREGUE,SIM,INSTALADO,ELETRO RÁPIDO,"R$ 150,00",75314750.0,Azimute,camila44,172893.0,2026-02-12 17:54:18.935332 UTC,11/09/2024
ATIVO,16/1/2025,CAMILA  GOMES  MARTINS,XXZ-0407,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,"R$ 25.920,00",Leves,Cianorte,SC,(48) 97936-8,Gerado automaticamente para sincronização,23/01/2025,28/01/2025,ENTREGUE,SIM,INSTALADO,TECH DO ALEMÃO,"R$ 80,00",24295771.0,Azimute,camila72,952058.0,2026-02-12 17:54:18.943303 UTC,30/01/2025
ATIVO,28/10/2025,PEDRO SOUZA MELO,FQX-5942,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,"R$ 27.788,00",Leves,Cianorte,PR,(49) 96014-1562,Gerado automaticamente para sincronização,03/11/2025,12/11/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",84506188.0,Azimute,pedro94,155092.0,2026-02-12 17:54:18.956568 UTC,13/11/2025
ATIVO,10/6/2025,RICARDO   ALVES   CA+RDOSO,VTC-5950,Ka 1.0 SE/SE Plus TiVCT Flex 5p,"R$ 36.418,00",Leves,Cianorte,PR,(84) 94476-6,Gerado automaticamente para sincronização,12/06/2025,20/06/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",59573546.0,Azimute,ricardo36,385588.0,2026-02-12 17:54:18.963459 UTC,24/06/2025
ATIVO,17/10/2024,RICARDO   MELO   ALVES,CJS-0196,SR/GUERRA AG GR,"R$ 40.000,00",PESADOS,Cianorte,RS,(23) 93953-7,Gerado automaticamente para sincronização,19/10/2024,25/10/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 150,00",58751378.0,Azimute,ricardo14,228936.0,2026-02-12 17:54:18.993681 UTC,28/10/2024
ATIVO,18/1/2025,BEATRIZ RODRIGUES RODRIGUES,JQI-5714,1944-S 3-Eixos 2p (diesel),"R$ 144.173,00",Pesados,Cianorte,PR,(94) 96947-2827,Gerado automaticamente para sincronização,23/01/2025,31/01/2025,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 120,00",61141162.0,Azimute,beatriz33,836650.0,2026-02-12 17:54:19.001743 UTC,03/02/2025
ATIVO,15/07/2025,AMANDA LIMA CARDOSO,RYQ-0451,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),"R$ 162.124,00",Pesados,Cianorte,PR,78972018157,Gerado automaticamente para sincronização,16/07/2025,23/07/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 100,00",72462921.0,Azimute,amanda70,146789.0,2026-02-12 17:54:19.003510 UTC,28/07/2025
ATIVO,19/2/2024,RAFAEL   SILVA   CARDOSO,ZSV-2606,Bravo ABSOLUTE Dualogic 1.8 Flex 16V 5p,"R$ 28.438,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,PR,(56) 91413-9,Gerado automaticamente para sincronização,24/02/2024,29/02/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 150,00",90220443.0,Azimute,rafael82,199567.0,2026-02-12 17:54:19.013908 UTC,05/03/2024
ATIVO,15/5/2024,PEDRO LIMA SOUZA,AZV-9473,CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,"R$ 58.145,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,PR,TEL: (88) 96179-8311,Gerado automaticamente para sincronização,19/05/2024,27/05/2024,ENTREGUE,NÃO,PENDENTE,AUTO ELÉTRICA RÁPIDO,"R$ 120,00",66079887.0,Azimute,pedro51,190151.0,2026-02-12 17:54:19.016613 UTC,
ATIVO,10/7/2023,JULIA MELO FERREIRA,YYS-5645,S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,"R$ 125.378,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,SC,(60) 92617-8661,Gerado automaticamente para sincronização,17/07/2023,21/07/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA CENTRAL,"R$ 90,00",79771758.0,Azimute,julia27,847090.0,2026-02-12 17:54:19.049451 UTC,25/07/2023
ATIVO,10/8/2024,AMANDA MELO FERREIRA,BJS-7611,SANDERO GT line Hi-Flex 1.6 8V 5p,"R$ 32.108,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,PR,(38) 90077-8285,Gerado automaticamente para sincronização,13/08/2024,24/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 80,00",38280495.0,Azimute,amanda45,162270.0,2026-02-12 17:54:19.049889 UTC,25/08/2024
ATIVO,31/10/2023,beatriz almeida rodrigues,WEO-8202,L-1313 3-Eixos 2p (diesel),"R$ 43.722,00",TERCEIROS,Cianorte,PR,,Gerado automaticamente para sincronização,08/11/2023,,ENVIADO,NÃO,PENDENTE,AUTO CENTER CENTRAL,"R$ 100,00",42593738.0,Azimute,beatriz87,396689.0,2026-02-12 17:54:19.010005 UTC,
ATIVO,30/1/2024,FERNANDA SOUZA MARTINS,ERM-0235,S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.,"R$ 134.575,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,PR,(88) 90856-2320,Gerado automaticamente para sincronização,08/02/2024,,ENVIADO,NÃO,PENDENTE,ELETRO RÁPIDO,"R$ 100,00",71110111.0,Azimute,fernanda67,881856.0,2026-02-12 17:54:19.049028 UTC,
ATIVO,7/10/2024,@BRUNA ARAÚJO ROCHA,JCH-9056,Saveiro Startline 1.6 T.Flex 8V,"R$ 42.692,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cianorte,PR,(37) 94749-4,Gerado automaticamente para sincronização,10/10/2024,,ENVIADO,NÃO,PENDENTE,OFICINA SILVA,"R$ 80,00",85856081.0,Azimute,@bruna13,235267.0,2026-02-12 17:54:19.051572 UTC,
ATIVO,31/10/2023,%rafael   rocha   ferreira,FZW-0332,LS-1938 2p (diesel),"R$ 118.763,00",TERCEIROS,Cianorte,PR,,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,OFICINA SILVA,"R$ 90,00",64750414.0,Azimute,%rafael91,436234.0,2026-02-12 17:54:19.010570 UTC,
ATIVO,30/11/2025,!JOÃO MELO ARAÚJO,IAG-5560,Atego 2425 3-Eixos 2p (diesel),"R$ 254.002,00",Pesados,Clevelândia,PR,,,,,,,JÁ POSSUI,MECÂNICA RÁPIDO,"R$ 80,00",,Tracker,letcia.rocha.melo41@hotmail.com,84597567.0,2026-02-05 01:42:11.737363 UTC,
ATIVO,10/02/2025,RODRIGO FERREIRA RIBEIRO,XRI-3963,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,"R$ 114.294,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Clevelândia,PR,(88) 93338-4193,"12/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",06/09/2025,15/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",720970203182458.0,Azimute,pedro.almeida.pereira@gmail.com,96995519.0,2026-02-05 01:42:11.737363 UTC,17/09/2025
ATIVO,29/04/2025,MATEUS   ARAÚJO   MELO%,DDB-0779,CARGO 2422/ 2422 E 3-Eixos 2p (diesel),"R$ 177.458,00",Pesados,Clevelândia,PR,11951879326,"12/08/2025 - Primeiro contato realizado, aguardando resposta
19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",07/09/2025,17/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",470745988805604.0,Azimute,fernanda.gomes.gomes@ficticio.com.br,20591429.0,2026-02-05 01:42:11.737363 UTC,22/09/2025
ATIVO,03/09/2025,MARIA SANTOS RIBEIRO,JIU-7076,Atego 2425 3-Eixos 2p (diesel),"R$ 246.633,00",Pesados,Clevelândia,PR,(71) 93882-4,,06/09/2025,16/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",47380655934524.0,Azimute,tiago.pereira.almeida@outlook.com,30564430.0,2026-02-05 01:42:11.737363 UTC,20/09/2025
ATIVO,22/09/2025,BEATRIZ LIMA SANTOS,YPZ-7942,FH 400 6x2 2p (diesel),"R$ 170.903,00",Pesados,Clevelândia,PR,TEL: (51) 97186-5383,Não Encontrado,25/09/2025,05/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",405890025264701.0,Azimute,maria.gomes.rodrigues45@outlook.com,99096732.0,2026-02-05 01:42:11.737363 UTC,05/10/2025
ATIVO,22/09/2025,`CAMILA `LIMA PEREIRA,TUW-6328,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),"R$ 194.307,00",Pesados,Clevelândia,PR,TEL: (79) 99551-6088,,24/09/2025,02/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",657996787964459.0,Azimute,joão.ferreira.ferreira@outlook.com,8854462.0,2026-02-05 01:42:11.737363 UTC,07/10/2025
ATIVO,22/11/2025,GABRIEL BARBOSA FERREIRA,TVW-2567,FH-460 6x2 2p (diesel) (E5),"R$ 253.073,00",Pesados,Clevelândia,PR,(47) 93923-5089,,23/11/2025,02/12/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",754115871904128.0,Azimute,beatriz.souza.santos@gmail.com,49483280.0,2026-02-05 01:42:11.737363 UTC,05/12/2025
ATIVO,30/05/2025,FERNANDA ARAÚJO CARDOSO,ZTN-0934,R-440 A 4x2 HIG. 3-E./A 6x2 (die.) (E5),"R$ 314.155,00",CAMINHãO,Clevelândia,PR,,"19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",05/09/2025,13/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",112511776387689.0,Azimute,pedro.costa.rodrigues@gmail.com,4498486.0,2026-02-05 01:42:11.737363 UTC,18/09/2025
ATIVO,31/05/2025,_MARIA CARDOSO CARDOSO,IDV-5888,G-380 A 4x2 2p (diesel),"R$ 231.728,00",CAMINHãO,Clevelândia,PR,,"19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",07/09/2025,15/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",298361073790347.0,Azimute,bruna.martins.santos@gmail.com,41408614.0,2026-02-05 01:42:11.737363 UTC,16/09/2025
ATIVO,27/06/2025,TIAGO ALVES MARTINS,DUT-9024,R-440 A 6x4 2p (diesel) (E5),"R$ 446.001,00",Pesados,Clevelândia,PR,(40) 95259-8942,"19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",04/09/2025,13/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",844148736423524.0,Azimute,fernanda.almeida.rodrigues@gmail.com,92584464.0,2026-02-05 01:42:11.737363 UTC,13/09/2025
ATIVO,08/01/2026,R%AFAEL   RIBEIRO   RODRIGUES,RDM-7189,24-250 E Constellation 3-Eixos 2p (diese,"R$ 168.591,00",Pesados,Clevelândia,PR,43930864971,"12/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",12/01/2026,21/01/2026,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",468244441180217.0,Azimute,maria.silva.almeida18@ficticio.com.br,19910497.0,2026-02-05 01:42:11.737363 UTC,26/01/2026
ATIVO,20/02/2025,LARISSA LIMA GOMES,KEY-1220,CARGO 2428 E T 8x2 2p (diesel),"R$ 232.729,00",CAMINHãO,Clevelândia,PR,,"12/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",07/09/2025,15/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",618774408008977.0,Azimute,letcia.cardoso.costa76@ficticio.com.br,69665944.0,2026-02-05 01:42:11.737363 UTC,19/09/2025
ATIVO,08/08/2025,%MARIA ARAÚJO SANT-OS,JYZ-0902,S10 P-Up H.Country 2.8 4x4 CD Dies.Aut.,"R$ 161.825,00",Leves,Clevelândia,PR,(67) 92141-4,"12/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",05/09/2025,13/09/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",24446784474916.0,Azimute,camila.souza.melo@empresa.com,60317217.0,2026-02-05 01:42:11.737363 UTC,15/09/2025
ATIVO,25/11/2025,roDriGO   MArtIns   RiBeIrO,YVQ-1534,T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel,"R$ 172.736,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Clevelândia,PR,,,28/11/2025,08/12/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",813881673278268.0,Azimute,letícia.ferreira.oliveira@empresa.com,21232655.0,2026-02-05 01:42:11.737363 UTC,13/12/2025
ATIVO,29/09/2025,MARIA ALMEIDA RODRIGUES,MPT-2974,R-450 A 6x2 2p (diesel)(E5),"R$ 482.055,00",Pesados,Clevelândia,PR,(16) 93782-5,,03/10/2025,10/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",395771400893535.0,Azimute,tiago.silva.alves@gmail.com,16626602.0,2026-02-05 01:42:11.737363 UTC,11/10/2025
ATIVO,17/12/2025,^LARISSA MELO COSTA,TRB-1644,R-440 A 4x2 HIG. 3-E./A 6x2 (die.) (E5),"R$ 293.075,00",Pesados,Clevelândia,PR,90922911609,,20/12/2025,28/12/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",195201879672919.0,Azimute,beatriz.santos.alves38@gmail.com,94028774.0,2026-02-05 01:42:11.737363 UTC,31/12/2025
ATIVO,29/09/2025,FERNANDA COSTA CARDOSO~,WNY-0013,R-440 A 4x2 HIG. 3-E./A 6x2 (die.) (E5),"R$ 278.223,00",Pesados,Clevelândia,PR,,,02/10/2025,9/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",677140246346365.0,Azimute,camila.rocha.alves@empresa.com,72508891.0,2026-02-05 01:42:11.737363 UTC,13/10/2025
ATIVO,29/09/2025,MATEUS   PEREIRA   FERREIRA,GEZ-4666,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),"R$ 267.511,00",Pesados,Clevelândia,PR,,,01/10/2025,8/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",109252054894319.0,Azimute,letícia.cardoso.costa@gmail.com,17844469.0,2026-02-05 01:42:11.737363 UTC,12/10/2025
ATIVO,13/10/2025,PEDRO SANTOS LIMA!,ICM-7729,NL-10 340 6x2 2p (diesel),"R$ 74.243,00",Pesados,Clevelândia,PR,77992786795,,17/10/2025,24/10/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",972006587309117.0,Azimute,julia.pereira.santos39@hotmail.com,54840470.0,2026-02-05 01:42:11.737363 UTC,26/10/2025
ATIVO,04/08/2025,MARIA GOMES ROCHA,BJK-3270,Axor 2544 S/LS 6x2 2p (diesel) (E5),"R$ 426.065,00",CAMINHãO,Clevelândia,PR,(28) 91802-2700,,05/08/2025,15/08/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA RÁPIDO,"R$ 80,00",962341525496761.0,Azimute,lucas.pereira.martins@hotmail.com,16346000.0,2026-02-05 01:42:11.737363 UTC,18/08/2025
ATIVO,10/08/2025,MATEUS SANTOS CARVALHO,OAZ-7523,Actros 2546 LS 6x2 2p (diesel) (E5),"R$ 203.066,00",Pesados,Clevelândia,PR,(63) 93260-9608,"13/08/2025 - Primeiro contato realizado, aguardando resposta
19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",07/09/2025,15/09/2025,ENTREGUE,NÃO,PENDENTE,MECÂNICA RÁPIDO,"R$ 80,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,15/01/2026,~JUliA CArDOSO SoUza,KRI-8564,Corolla ALTIS/A.Premiu. 2.0 Flex 16V Aut,"R$ 72.926,00",Leves,Clevelândia,PR,(58) 90894-9,"19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",19/01/2026,28/01/2026,ENTREGUE,NÃO,PENDENTE,MECÂNICA RÁPIDO,"R$ 80,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,01/10/2025,ANA   MELO   RIBEIRO$,HMM-9617,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,"R$ 66.690,00",Leves,Clevelândia,PR,,"19/08/2025 - Primeiro contato realizado, aprovou a instalação
03/09/2025 - Aparelhos chegaram no local",05/10/2025,15/10/2025,ENTREGUE,NÃO,PENDENTE,MECÂNICA RÁPIDO,"R$ 80,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,20/10/2024,JULIA   ARAÚJO   ALMEIDA,NOG-2997,13-150 2p (diesel),"R$ 55.467,00",CAMINHãO,Clevelândia,PR,(60) 95533-1,Gerado automaticamente para sincronização,24/10/2024,05/11/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 120,00",72315926.0,Azimute,julia1,954174.0,2026-02-12 17:54:18.893634 UTC,06/11/2024
ATIVO,6/7/2023,~FERNANDA ARAÚJO PEREIRA,ATD-4241,Actros 2651 S 6x4 2p (diesel)(E5),"R$ 462.180,00",CAMINHãO,Clevelândia,PR,TEL: (99) 91570-4179,Gerado automaticamente para sincronização,09/07/2023,16/07/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 120,00",90366787.0,Azimute,~fernanda25,689269.0,2026-02-12 17:54:18.902583 UTC,16/07/2023
ATIVO,10/7/2024,BEATRIZ MARTINS COSTA,KRP-5315,CARGO 1517 T 3-Eixos 2p (diesel),"R$ 119.968,00",CAMINHãO,Clevelândia,PR,,Gerado automaticamente para sincronização,18/07/2024,31/07/2024,ENTREGUE,NÃO,INSTALADO,MECÂNICA RÁPIDO,"R$ 90,00",31434742.0,Azimute,beatriz39,715325.0,2026-02-12 17:54:18.907733 UTC,03/08/2024
ATIVO,13/10/2023,LETÍCIA ALMEIDA PEREIRA,MLD-5317,CARGO 4331/ 4331S Turbo 2p (diesel),"R$ 91.869,00",CAMINHãO,Clevelândia,PR,(76) 93367-3521,Gerado automaticamente para sincronização,23/10/2023,27/10/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA NORTE,"R$ 80,00",67679818.0,Azimute,letícia15,985914.0,2026-02-12 17:54:18.910541 UTC,27/10/2023
